"pmid","title","source","abstract"
"33843425","Epigenetic regulation in Alzheimer's disease: is it a potential therapeutic target?","Expert Opin Ther Targets","Alzheimer's disease (AD) is the most common neurodegenerative disorder and the primary form of dementia in the elderly. Changes in DNA methylation and post-translational modifications of histone tails are increasingly observed in AD tissues, and likely contribute to disease onset and progression. The reversibility of these epigenetic marks offers the potential for therapeutic interventions.After a concise and updated overview of DNA methylation and post-translational modifications of histone tails in AD tissues, this review provides an overview of the animal and cell culture studies investigating the potential of targeting these modifications to attenuate AD-like features. PubMed was searched for relevant literature between 2003 and 2021.Methyl donor compounds and drugs acting on histone tail modifications demonstrated attenuated AD-like features and improved cognition in several transgenic AD mice; however, there are concerns about safety and tolerability for long-term treatment in humans. The challenges will be to take advantage of recent epigenome-wide investigations to identify the principal targets for future interventions, and to design novel, selective and safer agents. Natural compounds exerting epigenetic properties could represent a promising opportunity to delay disease onset in middle-aged individuals at increased AD risk."
"33842983","Multi-omics analysis identifies CpGs near G6PC2 mediating the effects of genetic variants on fasting glucose.","Diabetologia","An elevated fasting glucose level in non-diabetic individuals is a key predictor of type 2 diabetes. Genome-wide association studies (GWAS) have identified hundreds of SNPs for fasting glucose but most of their functional roles in influencing the trait are unclear. This study aimed to identify the mediation effects of DNA methylation between SNPs identified as significant from GWAS and fasting glucose using Mendelian randomisation (MR) analyses.We first performed GWAS analyses for three cohorts (Taiwan Biobank with 18,122 individuals, the Healthy Aging Longitudinal Study in Taiwan with 1989 individuals and the Stanford Asia-Pacific Program for Hypertension and Insulin Resistance with 416 individuals) with individuals of Han Chinese ancestry in Taiwan, followed by a meta-analysis for combining the three GWAS analysis results to identify significant and independent SNPs for fasting glucose. We determined whether these SNPs were methylation quantitative trait loci (meQTLs) by testing their associations with DNA methylation levels at nearby CpG sites using a subsample of 1775 individuals from the Taiwan Biobank. The MR analysis was performed to identify DNA methylation with causal effects on fasting glucose using meQTLs as instrumental variables based on the 1775 individuals. We also used a two-sample MR strategy to perform replication analysis for CpG sites with significant MR effects based on literature data.Our meta-analysis identified 18 significant (p < 5 × 10-8) and independent SNPs for fasting glucose. Interestingly, all 18 SNPs were meQTLs. The MR analysis identified seven CpGs near the G6PC2 gene that mediated the effects of a significant SNP (rs2232326) in the gene on fasting glucose. The MR effects for two CpGs were replicated using summary data based on the European population, using an exonic SNP rs2232328 in G6PC2 as the instrument.Our analysis results suggest that rs2232326 and rs2232328 in G6PC2 may affect DNA methylation at CpGs near the gene and that the methylation may have downstream effects on fasting glucose. Therefore, SNPs in G6PC2 and CpGs near G6PC2 may reside along the pathway that influences fasting glucose levels. This is the first study to report CpGs near G6PC2, an important gene for regulating insulin secretion, mediating the effects of GWAS-significant SNPs on fasting glucose."
"33842534","Mining the Selective Remodeling of DNA Methylation in Promoter Regions to Identify Robust Gene-Level Associations With Phenotype.","Front Mol Biosci","Epigenetics is an essential biological frontier linking genetics to the environment, where DNA methylation is one of the most studied epigenetic events. In recent years, through the epigenome-wide association study (EWAS), researchers have identified thousands of phenotype-related methylation sites. However, the overlaps of identified phenotype-related DNA methylation sites between various studies are often quite small, and it might be due to the fact that methylation remodeling has a certain degree of randomness within the genome. Thus, the identification of robust gene-phenotype associations is crucial to interpreting pathogenesis. How to integrate the methylation values of different sites on the same gene and to mine the DNA methylation at the gene level remains a challenge. A recent study found that the DNA methylation difference of the gene body and promoter region has a strong correlation with gene expression. In this study, we proposed a Statistical difference of DNA Methylation between Promoter and Other Body Region (SIMPO) algorithm to extract DNA methylation values at the gene level. First, by choosing to smoke as an environmental exposure factor, our method led to significant improvements in gene overlaps (from 5 to 17%) between different datasets. In addition, the biological significance of phenotype-related genes identified by SIMPO algorithm is comparable to that of the traditional probe-based methods. Then, we selected two disease contents (e.g., insulin resistance and Parkinson's disease) to show that the biological efficiency of disease-related gene identification increased from 15.43 to 44.44% (p-value = 1.20e-28). In summary, our results declare that mining the selective remodeling of DNA methylation in promoter regions can identify robust gene-level associations with phenotype, and the characteristic remodeling of a given gene's promoter region can reflect the essence of disease.Copyright © 2021 Quan, Liang, Deng, Zhu, Chen and Xiong."
"33841921","Ancestral plastics exposure induces transgenerational disease-specific sperm epigenome-wide association biomarkers.","Environ Epigenet","Plastic-derived compounds are one of the most frequent daily worldwide exposures. Previously a mixture of plastic-derived toxicants composed of bisphenol A, bis(2-ethylhexyl) phthalate, and dibutyl phthalate at low-dose exposures of a gestating female rats was found to promote the epigenetic transgenerational inheritance of disease to the offspring (F1 generation), grand-offspring (F2 generation), and great-grand-offspring (F3 generation). Epigenetic analysis of the male sperm was found to result in differential DNA methylation regions (DMRs) in the transgenerational F3 generation male sperm. The current study is distinct and was designed to use an epigenome-wide association study to identify potential sperm DNA methylation biomarkers for specific transgenerational diseases. Observations indicate disease-specific DMRs called epimutations in the transgenerational F3 generation great-grand-offspring of rats ancestrally exposed to plastics. The epigenetic DMR biomarkers were identified for testis disease, kidney disease, and multiple (≥2) diseases. These disease sperm epimutation biomarkers were found to be predominantly disease-specific. The genomic locations and features of these DMRs were identified. Interestingly, the disease-specific DMR-associated genes were previously shown to be linked with each of the specific diseases. Therefore, the germline has ancestrally derived epimutations that potentially transmit transgenerational disease susceptibilities. Epigenetic biomarkers for specific diseases could be used as diagnostics to facilitate clinical management of disease and preventative medicine.© The Author(s) 2021. Published by Oxford University Press."
"33840017","The effect of SiNPs on DNA methylation of genome in mouse spermatocytes.","Environ Sci Pollut Res Int","Silica nanoparticles (SiNPs), which are the main inorganic components of atmospheric particulate matter, have been proved to have certain male reproductive toxicity in previous studies. Spermatogenesis involves complex epigenetic regulation, but it is still unclear if SiNPs exposure will interfere with the DNA methylation patterns in mouse spermatocytes. The present study was designed to investigate the effects of SiNPs on DNA methylation in the mouse spermatocyte GC-2spd(ts). GC-2 cells were treated with 0 and 20 μg/mL SiNPs for 24 h. MeDIP-seq assay was then performed to analyze the differentially methylated genes related to spermatogenesis. The results showed that SiNPs induced extensive methylation changes in the genome of GC-2 cells, and 24a total of 428 hyper-methylated genes and 398 hypo-methylated genes were identified. Gene Ontology and pathway analysis showed that differential DNA methylation induced by SiNPs was probably involved with abnormal transcription and translation, mitochondrial damage, and cell apoptosis. Results from qRT-PCR verification showed that the expression of spermatogenesis-related genes Akap1, Crem, Spz1, and Tex11 were dysregulated by SiNPs exposure, which was consistent with the MeDIP-seq assay. In general, this study suggested that SiNPs caused genome-wide DNA methylation changes in GC-2 cells, providing valuable reference for the future epigenetic studies in SiNPs-induced male reproductive toxicity."
"33839117","LINE-1 Methylation Mediates the Inverse Association Between Body Mass Index and Breast Cancer Risk: a pilot study in the Lebanese population.","Environ Res","Lebanon is among the top countries worldwide in combined incidence and mortality of breast cancer, which raises concern about risk factors peculiar to this country. The underlying molecular mechanisms of breast cancer require elucidation, particularly epigenetics, which is recognized as a molecular sensor to environmental exposures.We aim to explore whether DNA methylation levels of AHRR (marker of cigarette smoking), SLC1A5 and TXLNA (markers of alcohol consumption), and LINE-1 (a genome-wide repetitive retrotransposon) can act as molecular mediators underlying putative associations between breast cancer risk and pertinent extrinsic (tobacco smoking and alcohol consumption) and intrinsic factors [age and body mass index (BMI)].This is a cross-sectional pilot study which includes breast cancer cases (N=65) and controls (N=54). DNA methylation levels were measured using bisulfite pyrosequencing on available peripheral blood samples (N= 119), and Multivariate Imputation by Chained Equations (MICE) was used to impute missing DNA methylation values in remaining samples. Multiplemediation analysis was performed to assess direct and indirect (via DNA methylation) effects of intrinsic and extrinsic factors on breast cancer risk.sIn relation to exposure, AHRR hypo-methylation was associated with cigarette but not waterpipe smoking, suggesting potentially different biomarkers of these two forms of tobacco use; SLC1A5 and TXLNA methylation were not associated with alcohol consumption; LINE-1 methylation was inversely associated with BMI (ß-value [95% confidence interval (CI)]= -0.04 [-0.07, -0.02]), which remained significant after adjustment for age, smoking and alcohol consumption. In relation to breast cancer, there was no detectable association between AHRR, SLC1A5 or TXLNA methylation and cancer risk, but LINE-1 methylation was significantly higher in breast cancer cases when compared to controls (mean ± SD: 72.00 ± 0.66 versus 70.89 ± 0.73, P= 4.67 x 10-14). This difference remained significant after adjustment for confounders (odds ratio (OR) [95% CI]= 9.75[3.74, 25.39]). Moreover, LINE-1 hypo-methylation mediated 83% of the inverse effect of BMI on breast cancer risk.This pilot study demonstrates that alterations in blood LINE-1 methylation mediate the inverse effect of BMI on breast cancer risk. This warrants large scale studies and stratification based on clinic-pathological types of breast cancer.Copyright © 2021. Published by Elsevier Inc."
"33838873","Brain DNA Methylation Patterns in CLDN5 Associated With Cognitive Decline.","Biol Psychiatry","Cognitive trajectory varies widely and can distinguish people who develop dementia from people who remain cognitively normal. Variation in cognitive trajectory is only partially explained by traditional neuropathologies. We sought to identify novel genes associated with cognitive trajectory using DNA methylation profiles from human postmortem brain.We performed a brain epigenome-wide association study of cognitive trajectory in 636 participants from the ROS (Religious Orders Study) and MAP (Rush Memory and Aging Project) using DNA methylation profiles of the dorsolateral prefrontal cortex. To maximize our power to detect epigenetic associations, we used the recently developed Gene Association with Multiple Traits test to analyze the 5 measured cognitive domains simultaneously.We found an epigenome-wide association for differential methylation of sites in the CLDN5 locus and cognitive trajectory (p = 9.96 × 10-7) that was robust to adjustment for cell type proportions (p = 8.52 × 10-7). This association was primarily driven by association with declines in episodic (p = 4.65 × 10-6) and working (p = 2.54 × 10-7) memory. This association between methylation in CLDN5 and cognitive decline was significant even in participants with no or little signs of amyloid-β and neurofibrillary tangle pathology.Differential methylation of CLDN5, a gene that encodes an important protein of the blood-brain barrier, is associated with cognitive trajectory beyond traditional Alzheimer's disease pathologies. The association between CLDN5 methylation and cognitive trajectory in people with low pathology suggests an early role for CLDN5 and blood-brain barrier dysfunction in cognitive decline and Alzheimer's disease.Copyright © 2021 Society of Biological Psychiatry. All rights reserved."
"33838111","Genome-wide programmable transcriptional memory by CRISPR-based epigenome editing.","Cell","A general approach for heritably altering gene expression has the potential to enable many discovery and therapeutic efforts. Here, we present CRISPRoff-a programmable epigenetic memory writer consisting of a single dead Cas9 fusion protein that establishes DNA methylation and repressive histone modifications. Transient CRISPRoff expression initiates highly specific DNA methylation and gene repression that is maintained through cell division and differentiation of stem cells to neurons. Pairing CRISPRoff with genome-wide screens and analysis of chromatin marks establishes rules for heritable gene silencing. We identify single guide RNAs (sgRNAs) capable of silencing the large majority of genes including those lacking canonical CpG islands (CGIs) and reveal a wide targeting window extending beyond annotated CGIs. The broad ability of CRISPRoff to initiate heritable gene silencing even outside of CGIs expands the canonical model of methylation-based silencing and enables diverse applications including genome-wide screens, multiplexed cell engineering, enhancer silencing, and mechanistic exploration of epigenetic inheritance.Copyright © 2021 Elsevier Inc. All rights reserved."
"33837044","In utero exposure to chlordecone affects histone modifications and activates LINE-1 in cord blood.","Life Sci Alliance","Environmental factors can induce detrimental consequences into adulthood life. In this study, we examined the epigenetic effects induced by in utero chlordecone (CD) exposure on human male cord blood as well as in blood-derived Ke-37 cell line. Genome-wide analysis of histone H3K4me3 distribution revealed that genes related to chromosome segregation, chromatin organization, and cell cycle have altered occupancy in their promoters. The affected regions were enriched in ESR1, SP family, and IKZF1 binding motifs. We also observed a global reduction in H3K9me3, markedly in repeated sequences of the genome. Decrease in H3K9me3 after CD exposure correlates with decreased methylation in LINE-1 promoters and telomere length extension. These observations on human cord blood were assessed in the Ke-37 human cell line. H3K4me3 and the expression of genes related to immune response, DNA repair, and chromatin organization, which were affected in human cord blood were also altered in CD-exposed Ke-37 cells. Our data suggest that developmental exposure to CD leads to profound changes in histone modification patterns and affects the processes controlled by them in human cord blood.© 2021 Legoff et al."
"33835050","Identification of novel functional CpG-SNPs associated with Type 2 diabetes and birth weight.","Aging (Albany NY)","Genome-wide association studies (GWASs) have identified hundreds of genetic loci for type 2 diabetes (T2D) and birth weight (BW); however, a large proportion of the total trait heritability remains unexplained. The previous studies were generally focused on individual traits and largely failed to identify the majority of the variants that play key functional roles in the etiology of the disease. Here, we aim to identify novel functional loci for T2D, BW and the pleiotropic variants shared between them by performing a targeted conditional false discovery rate (cFDR) analysis that integrates two independent GWASs with summary statistics for T2D (n= 26,676 cases and 132,532 controls) and BW (n= 153,781) which entails greater statistical power than individual trait analyses. In this analysis, we considered CpG-SNPs, which are SNPs that may influence DNA methylation status, and are therefore considered to be functionally important. We identified 103 novel CpG-SNPs for T2D, 182 novel CpG-SNPs for BW (cFDR < 0.05), and 52 novel pleiotropic loci for both (conjunction cFDR [ccFDR] < 0.05). Among the identified novel CpG-SNPs, 33 were annotated as methylation quantitative trait loci (meQTLs) in whole blood, and 145 displayed at least some effects on meQTL, metabolic QTL (metaQTL), and/or expression QTL (eQTL). These findings may provide further insights into the shared biological mechanisms and functional genetic determinants that overlap between T2D and BW, thereby providing novel potential targets for treatment/intervention development."
"33833093","QSER1 protects DNA methylation valleys from de novo methylation.","Science","DNA methylation is essential to mammalian development, and dysregulation can cause serious pathological conditions. Key enzymes responsible for deposition and removal of DNA methylation are known, but how they cooperate to regulate the methylation landscape remains a central question. Using a knockin DNA methylation reporter, we performed a genome-wide CRISPR-Cas9 screen in human embryonic stem cells to discover DNA methylation regulators. The top screen hit was an uncharacterized gene,QSER1, which proved to be a key guardian of bivalent promoters and poised enhancers of developmental genes, especially those residing in DNA methylation valleys (or canyons). We further demonstrate genetic and biochemical interactions of QSER1 and TET1, supporting their cooperation to safeguard transcriptional and developmental programs from DNMT3-mediated de novo methylation.Copyright © 2021 The Authors, some rights reserved; exclusive licensee American Association for the Advancement of Science. No claim to original U.S. Government Works."
"33829047","Comprehensive Analysis of the Transcriptome-Wide m6A Methylome of Heart via MeRIP After Birth: Day 0 vs. Day 7.","Front Cardiovasc Med","Aim:To systematically classify the profile of the RNA m6A modification landscape of neonatal heart regeneration.Materials and Methods:Cardiomyocyte proliferation markers were detected via immunostaining. The expression of m6A modification regulators was detected using quantitative real-time PCR (qPCR) and Western blotting. Genome-wide profiling of methylation-modified transcripts was conducted with methylation-modified RNA immunoprecipitation sequencing (m6A-RIP-seq) and RNA sequencing (RNA-seq). The Gene Expression Omnibus database (GEO) dataset was used to verify the hub genes.Results:METTL3 and the level of m6A modification in total RNA was lower in P7 rat hearts than in P0 ones. In all, 1,637 methylation peaks were differentially expressed using m6A-RIP-seq, with 84 upregulated and 1,553 downregulated. Furthermore, conjoint analyses of m6A-RIP-seq, RNA-seq, and GEO data generated eight potential hub genes with differentially expressed hypermethylated or hypomethylated m6A levels.Conclusion:Our data provided novel information on m6A modification changes between Day 0 and Day 7 cardiomyocytes, which identified that increased METTL3 expression may enhance the proliferative capacity of neonatal cardiomyocytes, providing a theoretical basis for future clinical studies on the direct regulation of m6A in the proliferative capacity of cardiomyocytes.Copyright © 2021 Yang, Zhao, Zhang, Wu, Sun, Kong and Shi."
"33828860","Simplified MethylRAD Sequencing to Detect Changes in DNA Methylation at Enhancer Elements in Differentiating Embryonic Stem Cells.","Epigenomes","Differential DNA methylation is characteristic of gene regulatory regions, such as enhancers, which mostly constitute low or intermediate CpG content in their DNA sequence. Consequently, quantification of changes in DNA methylation at these sites is challenging. Given that DNA methylation across most of the mammalian genome is maintained, the use of genome-wide bisulfite sequencing to measure fractional changes in DNA methylation at specific sites is an overexertion which is both expensive and cumbersome. Here, we developed a MethylRAD technique with an improved experimental plan and bioinformatic analysis tool to examine regional DNA methylation changes in embryonic stem cells (ESCs) during differentiation. The transcriptional silencing of pluripotency genes (PpGs) during ESC differentiation is accompanied by PpG enhancer (PpGe) silencing mediated by the demethylation of H3K4me1 by LSD1. Our MethylRAD data show that in the presence of LSD1 inhibitor, a significant fraction of LSD1-bound PpGe fails to gain DNA methylation. We further show that this effect is mostly observed in PpGes with low/intermediate CpG content. Underscoring the sensitivity and accuracy of MethylRAD sequencing, our study demonstrates that this method can detect small changes in DNA methylation in regulatory regions, including those with low/intermediate CpG content, thus asserting its use as a method of choice for diagnostic purposes."
"33828212","Analysis of the gene transcription patterns and DNA methylation characteristics of triploid sea cucumbers (Apostichopus japonicus).","Sci Rep","Breeding of polyploid aquatic animals is still an important approach and research hotspot for realizing the economic benefits afforded by the improvement of aquatic animal germplasm. To better understand the molecular mechanisms of the growth of triploid sea cucumbers, we performed gene expression and genome-wide comparisons of DNA methylation using the body wall tissue of triploid sea cucumbers using RNA-seq and MethylRAD-seq technologies. We clarified the expression pattern of triploid sea cucumbers and found no dosage effect. DEGs were significantly enriched in the pathways of nucleic acid and protein synthesis, cell growth, cell division, and other pathways. Moreover, we characterized the methylation pattern changes and found 615 differentially methylated genes at CCGG sites and 447 differentially methylated genes at CCWGG sites. Integrative analysis identified 23 genes (such as Guf1, SGT, Col5a1, HAL, HPS1, etc.) that exhibited correlations between promoter methylation and expression. Altered DNA methylation and expression of various genes suggested their roles and potential functional interactions in the growth of triploid sea cucumbers. Our data provide new insights into the epigenetic and transcriptomic alterations of the body wall tissue of triploid sea cucumbers and preliminarily elucidate the molecular mechanism of their growth, which is of great significance for the breeding of fine varieties of sea cucumbers."
"33827917","Epigenetic reprogramming of tumor cell-intrinsic STING function sculpts antigenicity and T cell recognition of melanoma.","Proc Natl Acad Sci U S A","Lack or loss of tumor antigenicity represents one of the key mechanisms of immune escape and resistance to T cell-based immunotherapies. Evidence suggests that activation of stimulator of interferon genes (STING) signaling in tumor cells can augment their antigenicity by triggering a type I IFN-mediated sequence of autocrine and paracrine events. Although suppression of this pathway in melanoma and other tumor types has been consistently reported, the mechanistic basis remains unclear. In this study, we asked whether this suppression is, in part, epigenetically regulated and whether it is indeed a driver of melanoma resistance to T cell-based immunotherapies. Using genome-wide DNA methylation profiling, we show that promoter hypermethylation ofcGASandSTINGgenes mediates their coordinated transcriptional silencing and contributes to the widespread impairment of the STING signaling function in clinically-relevant human melanomas and melanoma cell lines. This suppression is reversible through pharmacologic inhibition of DNA methylation, which can reinstate functional STING signaling in at least half of the examined cell lines. Using a series of T cell recognition assays with HLA-matched human melanoma tumor-infiltrating lymphocytes (TIL), we further show that demethylation-mediated restoration of STING signaling in STING-defective melanoma cell lines can improve their antigenicity through the up-regulation of MHC class I molecules and thereby enhance their recognition and killing by cytotoxic T cells. These findings not only elucidate the contribution of epigenetic processes and specifically DNA methylation in melanoma-intrinsic STING signaling impairment but also highlight their functional significance in mediating tumor-immune evasion and resistance to T cell-based immunotherapies."
"33826720","Prediction of biological age and evaluation of genome-wide dynamic methylomic changes throughout human aging.","G3 (Bethesda)","The use of DNA methylation signatures to predict chronological age and aging rate is of interest in many fields, including disease prevention and treatment, forensics, and anti-aging medicine. Although a large number of methylation markers are significantly associated with age, most age-prediction methods use a few markers selected based on either previously published studies or datasets containing methylation information. Here, we implemented reproducing kernel Hilbert spaces (RKHS) regression and a ridge regression model in a Bayesian framework that utilized phenotypic and methylation profiles simultaneously to predict chronological age. We used over 450,000 CpG sites from the whole blood of a large cohort of 4,409 human individuals with a range of 10-101 years of age. Models were fitted using adjusted and un-adjusted methylation measurements for cell heterogeneity. Un-adjusted methylation scores delivered a significantly higher prediction accuracy than adjusted methylation data, with a correlation between age and predicted age of 0.98 and a root-mean-square error (RMSE) of 3.54 years in un-adjusted data, and 0.90 (correlation) and 7.16 (RMSE) years in adjusted data. Reducing the number of predictors (CpG sites) through subset selection improved predictive power with a correlation of 0.98 and an RMSE of 2.98 years in the RKHS model. We found distinct global methylation patterns, with a significant increase in the proportion of methylated cytosines in CpG islands and a decreased proportion in other CpG types, including CpG shore, shelf, and open sea (p < 5e-06). Epigenetic drift seemed to be a widespread phenomenon as more than 97% of the age-associated methylation sites had heteroscedasticity. Apparent methylomic aging rate (AMAR) had a sex-specific pattern, with an increase in AMAR in females with age related to males.© The Author(s) (2021). Published by Oxford University Press on the Genetics Society of America."
