"pmid","title","source","abstract"
"36766691","Increased Methylation of Brain-Derived Neurotrophic Factor (BDNF) Is Related to Emotionally Unstable Personality Disorder and Severity of Suicide Attempt in Women.","Cells","Brain-derived neurotrophic factor (BDNF) has previously been associated with the pathogenesis of both emotionally unstable personality disorder (EUPD) and suicidal behavior. No study has yet investigatedBDNF-associated epigenetic alterations in a group of severely impaired EUPD and suicidal patients. The discovery cohort consisted of 97 women with emotionally unstable personality disorder (EUPD) with at least two serious suicide attempts (SAs) and 32 healthy female controls. The genome-wide methylation pattern was measured by the Illumina EPIC BeadChip and analyzed by robust linear regression models to investigate meanBDNFmethylation levels in a targeted analysis conditioned upon severity of suicide attempt. The validation cohort encompassed 60 female suicide attempters, stratified into low- (n = 45) and high-risk groups (n = 15) based on degree of intent-to-die and lethality of SA method, and occurrence of death-by-suicide at follow-up. MeanBDNFmethylation levels exhibited increased methylation in relation to EUPD (p= 0.0159, percentage mean group difference ~3.8%). Similarly, this locus was confirmed as higher-methylated in an independent cohort of females with severe suicidal behavior (p= 0.0300). Results were independent of age and BMI. This is the first study to reveal emerging evidence of epigenetic dysregulation ofBDNFwith dependence on features known to confer increased risk of suicide deaths (lethality of suicide-attempt method and presence of EUPD diagnosis with history of recent SAs). Further studies investigating epigenetic and genetic effects ofBDNFon severe suicidal behavior and EUPD are needed to further elucidate the role of epigenetic regulatory mechanisms and neurotrophic factors in relation to suicide and EUPD, and hold potential to result in novel treatment methods."
"36766442","Recent Updates on Corticosteroid-Induced Neuropsychiatric Disorders and Theranostic Advancements through Gene Editing Tools.","Diagnostics (Basel)","The vast use of corticosteroids (CCSs) globally has led to an increase in CCS-induced neuropsychiatric disorders (NPDs), a very common manifestation in patients after CCS consumption. These neuropsychiatric disorders range from depression, insomnia, and bipolar disorders to panic attacks, overt psychosis, and many other cognitive changes in such subjects. Though their therapeutic importance in treating and improving many clinical symptoms overrides the complications that arise after their consumption, still, there has been an alarming rise in NPD cases in recent years, and they are seen as the greatest public health challenge globally; therefore, these potential side effects cannot be ignored. It has also been observed that many of the neuronal functional activities are regulated and controlled by genomic variants with epigenetic factors (DNA methylation, non-coding RNA, and histone modeling, etc.), and any alterations in these regulatory mechanisms affect normal cerebral development and functioning. This study explores a general overview of emerging concerns of CCS-induced NPDs, the effective molecular biology approaches that can revitalize NPD therapy in an extremely specialized, reliable, and effective manner, and the possible gene-editing-based therapeutic strategies to either prevent or cure NPDs in the future."
"36765422","Parity is associated with long-term differences in DNA methylation at genes related to neural plasticity in multiple sclerosis.","Clin Epigenetics","Pregnancy in women with multiple sclerosis (wwMS) is associated with a reduction of long-term disability progression. The mechanism that drives this effect is unknown, but converging evidence suggests a role for epigenetic mechanisms altering immune and/or central nervous system function. In this study, we aimed to identify whole blood and immune cell-specific DNA methylation patterns associated with parity in relapse-onset MS.We investigated the association between whole blood and immune cell-type-specific genome-wide methylation patterns and parity in 192 women with relapse-onset MS, matched for age and disease severity. The median time from last pregnancy to blood collection was 16.7 years (range = 1.5-44.4 years). We identified 2965 differentially methylated positions in whole blood, 68.5% of which were hypermethylated in parous women; together with two differentially methylated regions on Chromosomes 17 and 19 which mapped to TMC8 and ZNF577, respectively. Our findings validated 22 DMPs and 366 differentially methylated genes from existing literature on epigenetic changes associated with parity in wwMS. Differentially methylated genes in whole blood were enriched in neuronal structure and growth-related pathways. Immune cell-type-specific analysis using cell-type proportion estimates from statistical deconvolution of whole blood revealed further differential methylation in T cells specifically (four in CD4+and eight in CD8+T cells). We further identified reduced methylation age acceleration in parous women, demonstrating slower biological aging compared to nulligravida women.Differential methylation at genes related to neural plasticity offers a potential molecular mechanism driving the long-term effect of pregnancy on MS outcomes. Our results point to a potential 'CNS signature' of methylation in peripheral immune cells, as previously described in relation to MS progression, induced by parity. As the first epigenome-wide association study of parity in wwMS reported, validation studies are needed to confirm our findings.© 2023. The Author(s)."
"36765383","Liver saturated fat content associates with hepatic DNA methylation in obese individuals.","Clin Epigenetics","Accumulation of saturated fatty acids (SFAs) in the liver is known to induce hepatic steatosis and inflammation causing non-alcoholic fatty liver disease (NAFLD) and non-alcoholic steatohepatitis (NASH). Although SFAs have been shown to affect the epigenome in whole blood, pancreatic islets, and adipose tissue in humans, and genome-wide DNA methylation studies have linked epigenetic changes to NAFLD and NASH, studies focusing on the association of SFAs and DNA methylation in human liver are missing. We, therefore, investigated whether human liver SFA content associates with DNA methylation and tested if SFA-linked alterations in DNA methylation associate with NAFLD-related clinical phenotypes in obese individuals.We identified DNA methylation (Infinium HumanMethylation450 BeadChip) of 3169 CpGs to be associated with liver total SFA content (q-value < 0.05) measured using proton NMR spectroscopy in participants of the Kuopio Obesity Surgery Study (n = 51; mean ± SD:49.3 ± 8.5 years old; BMI:43.7 ± 6.2 kg/m2). Of these 3169 sites, 797 overlapped with previously published NASH-associated CpGs (NASH-SFA), while 2372 CpGs were exclusively associated with SFA (Only-SFA). The corresponding annotated genes of these only-SFA CpGs were found to be enriched in pathways linked to satiety and hunger. Among the 54 genes mapping to these enriched pathways, DNA methylation of CpGs mapping to PRKCA and TSPO correlated with their own mRNA expression (HumanHT-12 Expression BeadChip). In addition, DNA methylation of another ten of these CpGs correlated with the mRNA expression of their neighboring genes (p value < 0.05). The proportion of CpGs demonstrating a correlation of DNA methylation with plasma glucose was higher in NASH-SFA and only-SFA groups, while the proportion of significant correlations with plasma insulin was higher in only-NASH and NASH-SFA groups as compared to all CpGs on the Illumina 450 K array (Illumina, San Diego, CA, USA).Our results suggest that one of the mechanisms how SFA could contribute to metabolic dysregulation in NAFLD is at the level of DNA methylation. We further propose that liver SFA-related DNA methylation profile may contribute more to hyperglycemia, while insulin-related methylation profile is more linked to NAFLD or NASH. Further research is needed to elucidate the molecular mechanisms behind these observations.© 2023. The Author(s)."
"36764637","Childhood Maltreatment and DNA Methylation: A Systematic Review.","Neurosci Biobehav Rev","Child maltreatment (CM) encompasses sexual abuse, physical abuse, emotional abuse, neglect, and exposure to domestic and family violence. Epigenetic research investigating CM has focused on differential DNA methylation (DNAm) in genes associated with the stress response, but there has been limited evaluation of the specific effects of subtypes of CM. This systematic review of literature investigating DNAm associated with CM in non-clinical populations aimed to summarise the approaches currently used in research, how the type of maltreatment and age of exposure were encoded via methylation, and which genes have consistently been associated with CM. A total of fifty-four papers were eligible for review, including forty-one candidate gene studies, eight epigenome-wide association studies, and five studies with a mixed design. The ways in which the various forms of CM were conceptualised and measured varied between papers. Future studies would benefit from assessments that employ conceptually robust definitions of CM, and that capture important contextual information such as age of exposure and subtype of CM.Copyright © 2023 Elsevier Ltd. All rights reserved."
"36762066","Genome-wide epigenetic and mRNA-expression profiling followed by CRISPR/Cas9-mediated gene-disruptions corroborate the MIR141/MIR200C-ZEB1/ZEB2-FGFR1 axis in acquired EMT-associated EGFR TKI-resistance in NSCLC cells.","Transl Lung Cancer Res","Epithelial-mesenchymal-transition (EMT) is an epigenetic-based mechanism contributing to the acquired treatment resistance against receptor tyrosine kinase inhibitors (TKIs) in non-small cell lung cancer (NSCLC) cells harboring epidermal growth factor receptor (EGFR)-mutations. Delineating the exact epigenetic and gene-expression alterations in EMT-associated EGFR TKI-resistance (EMT-E-TKI-R) is vital for improved diagnosis and treatment of NSCLC patients.We characterized genome-wide changes in mRNA-expression, DNA-methylation and the histone-modification H3K36me3 inEGFR-mutated NSCLC HCC827 cells in result of acquired EMT-E-TKI-R. CRISPR/Cas9 was used to functional examine key findings from the omics analyses.Acquired EMT-E-TKI-R was analyzed with three omics approaches. RNA-sequencing identified 2,233 and 1,972 up- and down-regulated genes, respectively, and among these were established EMT-markers. DNA-methylation EPIC array analyses identified 14,163 and 7,999 hyper- and hypo-methylated, respectively, differential methylated positions of which several were present in EMT-markers. Finally, H3K36me3 chromatin immunoprecipitation (ChIP)-sequencing detected 2,873 and 3,836 genes with enrichment and depletion, respectively, and among these were established EMT-markers. Correlation analyses showed that EMT-E-TKI-R mRNA-expression changes correlated better with H3K36me3 changes than with DNA-methylation changes. Moreover, the omics data supported the involvement of theMIR141/MIR200C-ZEB1/ZEB2-FGFR1 signaling axis for acquired EMT-E-TKI-R. CRISPR/Cas9-mediated analyses corroborated the importance of ZEB1 in acquired EMT-E-TKI-R,MIR200CandMIR141to be in an EMT-E-TKI-R-associated auto-regulatory loop with ZEB1, and FGFR1 to mediate cell survival in EMT-E-TKI-R.The current study describes the synchronous genome-wide changes in mRNA-expression, DNA-methylation, and H3K36me3 in NSCLC EMT-E-TKI-R. The omics approaches revealed potential novel diagnostic markers and treatment targets. Besides, the study consolidates the functional impact of theMIR141/MIR200C-ZEB1/ZEB2-FGFR1-signaling axis in NSCLC EMT-E-TKI-R.2023 Translational Lung Cancer Research. All rights reserved."
"36760028","Epigenomic variability is associated with age-specific naÃ¯ve CD4 T cell response to activation in infants and adolescents.","Immunol Cell Biol","Childhood is a critical period of immune development. During this time, naïve CD4 (nCD4) T cells undergo programmed cell differentiation, mediated by epigenetic changes, in response to external stimuli leading to a baseline homeostatic state that may determine lifelong disease risk. However, the ontogeny of epigenetic signatures associated with CD4 T cell activation during key developmental periods are yet to be described. We investigated genome-wide DNA methylation (DNAm) changes associated with nCD4 T activation following 72-hour culture in media+anti-CD3/CD28 beads in healthy infants (aged 12 months, n = 18) and adolescents (aged 10-15 years, n = 15). We integrated this data with transcriptomic and cytokine profiling from the same samples. nCD4 T cells from both age groups show similar extensive epigenetic reprogramming following activation, with the majority of genes involved in the T cell receptor signalling pathway associated with differential methylation. Additionally, we identified differentially methylated probes showing age-specific responses, that is, responses in only infants or adolescents, including within a cluster of T cell receptor (TCR) genes. These encoded several TCR alpha joining (TRAJ), and TCR alpha variable (TRAV) genes. Cytokine data analysis following stimulation revealed enhanced release of IFN-γ, IL-2 and IL-10, in nCD4 T cells from adolescents compared to infants. Overlapping differential methylation and cytokine responses identified four probes potentially underpinning these age-specific responses. We show that DNAm in nCD4T cells in response to activation is dynamic in infancy and adolescence, with additional evidence for age-specific effects potentially driving variation in cytokine responses between these ages.This article is protected by copyright. All rights reserved."
"36759321","Genome-wide DNA methylation analysis in an antimigraine-treated preclinical model of cortical spreading depolarization.","Cephalalgia","Cortical spreading depolarization, the cause of migraine aura, is a short-lasting depolarization wave that moves across the brain cortex, transiently suppressing neuronal activity. Prophylactic treatments for migraine, such as topiramate or valproate, reduce the number of cortical spreading depression events in rodents.To investigate whether cortical spreading depolarization with and without chronic treatment with topiramate or valproate affect the DNA methylation of the cortex.Sprague-Dawley rats were intraperitoneally injected with saline, topiramate or valproate for four weeks when cortical spreading depolarization were induced and genome-wide DNA methylation was performed in the cortex of six rats per group.The DNA methylation profile of the cortex was significantly modified after cortical spreading depolarization, with and without topiramate or valproate. Interestingly, topiramate reduced by almost 50% the number of differentially methylated regions, whereas valproate increased them by 17%, when comparing to the non-treated group after cortical spreading depolarization induction. The majority of the differentially methylated regions lay within intragenic regions, and the analyses of functional group over-representation retrieved several enriched functions, including functions related to protein processing in the cortical spreading depolarization without treatment group; functions related to metabolic processes in the cortical spreading depolarization with topiramate group; and functions related to synapse and ErbB, MAPK or retrograde endocannabinoid signaling in the cortical spreading depolarization with valproate group.Our results may provide insights into the underlying physiological mechanisms of migraine with aura and emphasize the role of epigenetics in migraine susceptibility."
"36758479","UCseek: ultrasensitive early detection and recurrence monitoring of urothelial carcinoma by shallow-depth genome-wide bisulfite sequencing of urinary sediment DNA.","EBioMedicine","Current methods for the detection and surveillance of urothelial carcinomas (UCs) are often invasive, costly, and not effective for low-grade, early-stage, and minimal residual disease (MRD) tumors. We aimed to develop and validate a model from urine sediments to predict different grade and stage UCs with low cost and high accuracy.We collected 167 samples, including 90 tumors and 77 individuals without tumors, as a discovery cohort. We assessed copy number variations and methylation values for them and constructed a diagnostic classifier to detect UC, UCseek, by using an individual read-based method and support vector machine. The performance of UCseek was validated in an independent cohort derived from three hospitals (n = 206) and a relapse cohort (n = 42) for monitoring recurrence.We constructed UCseek, which could predict UCs with high sensitivity (92.7%), high specificity (90.7%), and high accuracy (91.7%) in the independent validation set. The accuracy of UCseek in low-grade and early-stage patients reached 91.8% and 94.3%, respectively. Notably, UCseek retained great performance at ultralow sequencing depths (0.3X-0.5X). It also demonstrated a powerful ability to monitor recurrence in a surveillance cohort compared with cystoscopy (90.91% vs. 59.09%).We optimized an improved approach named UCseek for the noninvasive diagnosis and monitoring of UCs in both low- and high-grade tumors and in early- and advanced-stage tumors, even at ultralow sequencing depths, which may reduce the burden of cystoscopy and blind second surgery.A full list of funding bodies that contributed to this study can be found in the Acknowledgments section.Copyright © 2023. Published by Elsevier B.V."
"36758123","ASH2L Controls Ureteric Bud Morphogenesis via Regulation of RET/GFRA1 Signaling Activity in a Mouse Model.","J Am Soc Nephrol","Ureteric bud induction and branching morphogenesis is fundamental to the establishment of the renal architecture and is a key determinant of nephron number. Defective ureteric bud morphogenesis could give rise to a spectrum of malformations associated with congenital anomalies of the kidney and urinary tract (CAKUT). Signaling involving glial cell line-derived neurotrophic factor and its receptor RET and coreceptor GFRA1 appears to be particularly important in ureteric bud development. Recent epigenome profiling studies have uncovered dynamic changes of histone H3 lysine K4 (H3K4) methylation during metanephros development, and dysregulated H3K4 methylation has been associated with a syndromic human CAKUT.To investigate whether and how inactivation of Ash2l, which encodes a subunit of the COMPASS methyltransferase responsible for genome-wide H3K4 methylation, might contribute to CAKUT, we inactivated Ash2l specifically from the ureteric bud lineage in C57BL/6 mice and examined the effects on genome-wide H3K4 methylation and metanephros development. Genes and epigenome changes potentially involved in these effects were screened using RNA-seq combined with CUT&Tag-seq.Ureteric bud-specific inactivation of Ash2l caused CAKUT-like phenotypes mainly involving renal dysplasia at birth, which were associated with deficient H3K4 trimethylation. Ash2l inactivation slowed proliferation of cells at the ureteric bud tip, delaying budding and impairing ureteric bud branching morphogenesis. These effects were associated with downregulation of Ret, Gfra1, and Wnt11, which participate in RET/GFRA1 signaling.These experiments identify ASH2L-dependent H3K4 methylation in the ureteric bud lineage as an upstream epigenetic regulator of RET/GFRA1 signaling in ureteric bud morphogenesis, which, if deficient, may lead to CAKUT.Copyright © 2023 by the American Society of Nephrology."
