"pmid","title","source","abstract"
"35377194","Association of Glyphosate Exposure with Blood DNA Methylation in a Cross-Sectional Study of Postmenopausal Women.","Environ Health Perspect","Glyphosate is the most commonly used herbicide in the world and is purported to have a variety of health effects, including endocrine disruption and an elevated risk of several types of cancer. Blood DNA methylation has been shown to be associated with many other environmental exposures, but to our knowledge, no studies to date have examined the association between blood DNA methylation and glyphosate exposure.We conducted an epigenome-wide association study to identify DNA methylation loci associated with urinary glyphosate and its metabolite aminomethylphosphonic acid (AMPA) levels. Secondary goals were to determine the association of epigenetic age acceleration with glyphosate and AMPA and develop blood DNA methylation indices to predict urinary glyphosate and AMPA levels.For 392 postmenopausal women, white blood cell DNA methylation was measured using the Illumina Infinium MethylationEPIC BeadChip array. Glyphosate and AMPA were measured in two urine samples per participant using liquid chromatography-tandem mass spectrometry. Methylation differences at the probe and regional level associated with glyphosate and AMPA levels were assessed using a resampling-based approach. Probes and regions that had an false discovery rateq<0.1in≥90%of 1,000 subsamples of the study population were considered differentially methylated. Differentially methylated sites from the probe-specific analysis were combined into a methylation index. Epigenetic age acceleration from three epigenetic clocks and an epigenetic measure of pace of aging were examined for associations with glyphosate and AMPA.We identified 24 CpG sites whose methylation level was associated with urinary glyphosate concentration and two associated with AMPA. Four regions, within the promoters of theMSH4,KCNA6,ABAT, andNDUFAF2/ERCC8genes, were associated with glyphosate levels, along with an association betweenESR1promoter hypomethylation and AMPA. The methylation index accurately predicted glyphosate levels in an internal validation cohort. AMPA, but not glyphosate, was associated with greater epigenetic age acceleration.Glyphosate and AMPA exposure were associated with DNA methylation differences that could promote the development of cancer and other diseases. Further studies are warranted to replicate our results, determine the functional impact of glyphosate- and AMPA-associated differential DNA methylation, and further explore whether DNA methylation could serve as a biomarker of glyphosate exposure. https://doi.org/10.1289/EHP10174."
"35373418","Developmental arsenic exposure impairs cognition, directly targets DNMT3A, and reduces DNA methylation.","EMBO Rep","Developmental arsenic exposure has been associated with cognitive deficits in epidemiological studies, but the underlying mechanisms remain poorly understood. Here, we establish a mouse model of developmental arsenic exposure exhibiting deficits of recognition and spatial memory in the offspring. These deficits are associated with genome-wide DNA hypomethylation and abnormal expression of cognition-related genes in the hippocampus. Arsenic atoms directly bind to the cysteine-rich ADD domain of DNA methyltransferase 3A (DNMT3A), triggering ubiquitin- and proteasome-mediated degradation of DNMT3A in different cellular contexts. DNMT3A degradation leads to genome-wide DNA hypomethylation in mouse embryonic fibroblasts but not in non-embryonic cell lines. Treatment with metformin, a first-line antidiabetic agent reported to increase DNA methylation, ameliorates the behavioral deficits and normalizes the aberrant expression of cognition-related genes and DNA methylation in the hippocampus of arsenic-exposed offspring. Our study establishes a DNA hypomethylation effect of developmental arsenic exposure and proposes a potential treatment against cognitive deficits in the offspring of pregnant women in arsenic-contaminated areas.© 2022 The Authors."
"35371111","Epigenetic Signatures Discriminate Patients With Primary Sclerosing Cholangitis and Ulcerative Colitis From Patients With Ulcerative Colitis.","Front Immunol","Primary sclerosing cholangitis (PSC) is a chronic inflammatory liver disease affecting the intra- and extrahepatic bile ducts, and is strongly associated with ulcerative colitis (UC). In this study, we explored the peripheral blood DNA methylome and its immune cell composition in patients with PSC-UC, UC, and healthy controls (HC) with the aim to develop a predictive assay in distinguishing patients with PSC-UC from those with UC alone.The peripheral blood DNA methylome of male patients with PSC and concomitant UC, UC and HCs was profiled using the Illumina HumanMethylation Infinium EPIC BeadChip (850K) array. Differentially methylated CpG position (DMP) and region (DMR) analyses were performed alongside gradient boosting classification analyses to discern PSC-UC from UC patients. As observed differences in the DNA methylome could be the result of differences in cellular populations, we additionally employed mass cytometry (CyTOF) to characterize the immune cell compositions.Genome wide methylation analysis did not reveal large differences between PSC-UC and UC patients nor HCs. Nonetheless, using gradient boosting we were capable of discerning PSC-UC from UC with an area under the receiver operator curve (AUROC) of 0.80. Four CpG sites annotated to theNINJ2gene were found to strongly contribute to the predictive performance. While CyTOF analyses corroborated the largely similar blood cell composition among patients with PSC-UC, UC and HC, a higher abundance of myeloid cells was observed in UC compared to PSC-UC patients.DNA methylation enables discerning PSC-UC from UC patients, with a potential for biomarker development.Copyright © 2022 de Krijger, Hageman, Li Yim, Verhoeff, Garcia Vallejo, van Hamersveld, Levin, Hakvoort, Wildenberg, Henneman, Ponsioen and de Jonge."
"35370655","Cleavage Stimulation Factor Subunit 2: Function Across Cancers and Potential Target for Chemotherapeutic Drugs.","Front Pharmacol","The cleavage stimulation factor subunit complex is involved in the cleavage and polyadenylation of 3'-end pre-mRNAs that regulate mRNA formation and processing. However, cleavage stimulation factor subunit 2 (CSTF2) was found to play a more critical regulatory role across cancers. General cancer data sets from The Cancer Genome Atlas and Genotype-Tissue Expression project were thus downloaded for differential analysis, and the possible functions and mechanisms of CSTF2 in general cancer were analyzed using the Compartments database, cBioPortal database, Tumor Immune Single-cell Hub database, and Comparative Toxigenomics database using gene set enrichment analysis and R software. The results showed thatCSTF2could affect DNA repair and methylation in tumor cells. In addition, CSTF2 was associated with multiple tumor immune infiltrates in a wide range of cancers, and its high expression was associated with multiple immune checkpoints; therefore, it could serve as a potential target for many drug molecules. We also proved that CSTF2 promotes oral cell proliferation and migration. The high diagnostic efficacy ofCSTF2suggested that this gene may act as a new biomarker and personalized therapeutic target for a variety of tumors.Copyright © 2022 Feng, Jing, Qin, Zhou, Ning, Hou, Kong and Zhu."
"35368875","Epigenome-Wide Association Study Reveals Differential Methylation Sites and Association of Gene Expression Regulation with Ischemic Moyamoya Disease in Adults.","Oxid Med Cell Longev","The association of DNA methylation with the pathogenesis of adult ischemic moyamoya disease (MMD) is unknown. Here, we investigated the genome-wide DNA methylation profiles in patients with MMD and identified the genes related to the pathogenesis of MMD.Whole blood samples were collected from 20 individuals, including 10 patients with ischemic moyamoya disease without any underlying disease and 10 healthy individuals. Genome-wide DNA methylation analysis was performed using Illumina 850K microarrays. Transcriptional correlation was verified using quantitative reverse transcription-polymerase chain reaction. In vitro experiments were used to analyze the association of functional defects with candidate epigenetic markers.The genome-wide methylation level in the whole blood of adults with ischemic MMD was higher than that in the healthy individuals. In total, 759 methylation probes differed significantly between the case and control. The hypermethylated regions were mostly concentrated in the gene spacer regions. Among genes with the highest degree of the differential expression, KCNMA1 and GALNT2 were upregulated, whereas SOX6 and RBM33 were downregulated.This is the first study showing that the low expression of genes associated with epigenetic regulation, such as SOX6 and RBM33, may be related to vascular occlusion in MMD, whereas the overexpression of KCNMA1 and GALNT2 may be related to the vascular hyperplasia. The results suggest that DNA methylation was involved in the pathogenesis of MMD, and new pathogenic genes were proposed as biological markers.Copyright © 2022 Shihao He et al."
"35368672","Genome-Wide DNA Methylation and Its Effect on Gene Expression During Subclinical Mastitis in Water Buffalo.","Front Genet","Subclinical mastitis (SCM) in buffalo is one of the most challenging paradoxes for the dairy sector with very significant milk production losses and poses an imminent danger to milch animal's milk-producing ability. We present here the genome-wide methylation specific to SCM in water buffalo and its consequential effect on the gene expression landscape for the first time. Whole-genome DNA methylation profiles from peripheral blood lymphocytes and gene expression profiles from milk somatic cells of healthy and SCM cases were catalogued from the MeDIP-Seq and RNA-Seq data. The average methylation in healthy buffaloes was found to be higher than that in the SCM-infected buffaloes. DNA methylation was abundant in the intergenic region followed by the intronic region in both healthy control and SCM groups. A total of 3,950 differentially methylated regions (DMRs) were identified and annotated to 370 differentially methylated genes (DMGs), most of which were enriched in the promoter region. Several important pathways were activated due to hypomethylation and belonged to theStaphylococcus aureusinfection, Th17 cell differentiation, and antigen processing and presentation pathways along with others of defense responses. DNA methylome was compared with transcriptome to understand the regulatory role of DNA methylation on gene expression specific to SCM in buffaloes. A total of 4,778 significant differentially expressed genes (DEGs) were extracted in response to SCM, out of which 67 DMGs were also found to be differentially expressed, suggesting that during SCM, DNA methylation could be one of the epigenetic regulatory mechanisms of gene expression. Genes like CSF2RB, LOC102408349, C3 and PZP like, and CPAMD8 were found to be downregulated in our study, which are known to be involved in the immune response to SCM. Association of DNA methylation with transposable elements, miRNAs, and lncRNAs was also studied. The present study reports a buffalo SCM web resource (BSCM2TDb) available at http://webtom.cabgrid.res.in/BSCM2TDb that catalogues all the mastitis-related information of the analyses results of this study in a single place. This will be of immense use to buffalo researchers to understand the host-pathogen interaction involving SCM, which is required in endeavors of mastitis control and management.Copyright © 2022 Nayan, Singh, Iquebal, Jaiswal, Bhardwaj, Singh, Bhatia, Kumar, Singh, Swaroop, Kumar, Phulia, Bharadwaj, Datta, Rai and Kumar."
"35365835","A high-quality assembled genome and its comparative analysis decode the adaptive molecular mechanism of the number one Chinese cotton variety CRI-12.","Gigascience","Gossypium hirsutum L. is the most widely cultivated cotton species, and a high-quality reference genome would be a huge boost for researching the molecular mechanism of agronomic traits in cotton.Here, Pacific Biosciences and Hi-C sequencing technologies were used to assemble a new upland cotton genome of the No. 1 Chinese cotton variety CRI-12. We generated a high-quality assembled CRI-12 genome of 2.31 Gb with a contig N50 of 19.65 Mb, which was superior to previously reported genomes. Comparisons between CRI-12 and other reported genomes revealed 7,966 structural variations and 7,378 presence/absence variations. The distribution of the haplotypes among A-genome (Gossypium arboreum), D-genome (Gossypium raimondii), and AD-genome (G. hirsutum and Gossypium barbadense) suggested that many haplotypes were lost and recombined in the process of polyploidization. More than half of the haplotypes that correlated with different tolerances were located on chromosome D13, suggesting that this chromosome may be important for wide adaptation. Finally, it was demonstrated that DNA methylation may provide advantages in environmental adaptation through whole-genome bisulfite sequencing analysis.This research provides a new reference genome for molecular biology research on Gossypium hirsutum L. and helps decode the broad environmental adaptation mechanisms in the No. 1 Chinese cotton variety CRI-12.© The Author(s) 2022. Published by Oxford University Press GigaScience."
"35361921","DNA methylation signature associated with Bohring-Opitz syndrome: a new tool for functional classification of variants in ASXL genes.","Eur J Hum Genet","The additional sex combs-like (ASXL) gene family-encoded by ASXL1, ASXL2, and ASXL3-is crucial for mammalian development. Pathogenic variants in the ASXL gene family are associated with three phenotypically distinct neurodevelopmental syndromes. Our previous work has shown that syndromic conditions caused by pathogenic variants in epigenetic regulatory genes show consistent patterns of genome-wide DNA methylation (DNAm) alterations, i.e., DNAm signatures in peripheral blood. Given the role of ASXL1 in chromatin modification, we hypothesized that pathogenic ASXL1 variants underlying Bohring-Opitz syndrome (BOS) have a unique DNAm signature. We profiled whole-blood DNAm for 17 ASXL1 variants, and 35 sex- and age-matched typically developing individuals, using Illumina's Infinium EPIC array. We identified 763 differentially methylated CpG sites in individuals with BOS. Differentially methylated sites overlapped 323 unique genes, including HOXA5 and HOXB4, supporting the functional relevance of DNAm signatures. We used a machine-learning classification model based on the BOS DNAm signature to classify variants of uncertain significance in ASXL1, as well as pathogenic ASXL2 and ASXL3 variants. The DNAm profile of one individual with the ASXL2 variant was BOS-like, whereas the DNAm profiles of three individuals with ASXL3 variants were control-like. We also used Horvath's epigenetic clock, which showed acceleration in DNAm age in individuals with pathogenic ASXL1 variants, and the individual with the pathogenic ASXL2 variant, but not in individuals with ASXL3 variants. These studies enhance our understanding of the epigenetic dysregulation underpinning ASXL gene family-associated syndromes.© 2022. The Author(s)."
"35360064","Insights Into Genome-Wide Association Study for Diabetes: A Bibliometric and Visual Analysis From 2001 to 2021.","Front Endocrinol (Lausanne)","Hundreds of research and review articles concerning genome-wide association study (GWAS) in diabetes have been published in the last two decades. We aimed to evaluate the hotspots and future trends in GWAS in diabetes research through bibliometric analysis. Accordingly, 567 research and review articles published between 2001 and 2021 were included. A rising trend was noted in the annual number of publications and citations on GWAS in diabetes during this period. Harvard University and Harvard Medical School have played leading roles in genome research. Hotspot analyses indicated that DNA methylation and genetic variation, especially in type 2 diabetes mellitus, are likely to remain the research hotspots. Moreover, the identification of genetic phenotypes associated with adiposity, metabolic memory, pancreatic islet, and inflammation is the leading trend in this research field. Through this review, we provide predictions on the main research trends in the future so as to shed light on new directions and ideas for further investigations on the genetic etiology of diabetes for its prevention and treatment.Copyright © 2022 Liu, Wang, Qin, Jin, Jin, Gu and Mu."
"35356429","X Chromosome Inactivation Timing is Not e<i>XACT</i>: Implications for Autism Spectrum Disorders.","Front Genet","The etiology of autism spectrum disorders (ASD) is complex, involving different combinations of genetic and environmental factors. My lab's approach has been to investigate DNA methylation as a tractable genome-wide modification at the interface of these complex interactions, reflecting past and future events in the molecular pathogenesis of ASD. Since X-linked genes were enriched in DNA methylation differences discovered from cord blood from newborns later diagnosed with ASD, this has prompted me to review and revisit the recent advancements in the field of X chromosome inactivation (XCI), particularly in humans and other primates. In this Perspective, I compare XCI mechanisms in different mammalian species, including the finding of the noncoding transcriptXACTassociated with X chromosome erosion in human pluripotent stem cells and recent findings from non-human primate post-implantation embryos. I focus on the experimentally challenging peri- and post-implantation stages of human development when the timing of XCI is prolonged and imprecise in humans. Collectively, this research has raised some important unanswered questions involving biased sex ratios in human births and the male bias in the incidence of ASD.Copyright © 2022 LaSalle."
"35354948","Anti-cancer therapy is associated with long-term epigenomic changes in childhood cancer survivors.","Br J Cancer","Childhood cancer survivors (CCS) exhibit significantly increased chronic diseases and premature death. Abnormalities in DNA methylation are associated with development of chronic diseases and reduced life expectancy. We investigated the hypothesis that anti-cancer treatments are associated with long-term DNA methylation changes that could be key drivers of adverse late health effects.Genome-wide DNA methylation was assessed using MethylationEPIC arrays in paired samples (before/after therapy) from 32 childhood cancer patients. Separately, methylation was determined in 32 samples from different adult CCS (mean 22-years post-diagnosis) and compared with cancer-free controls (n = 284).Widespread DNA methylation changes were identified post-treatment in childhood cancer patients, including 146 differentially methylated regions (DMRs), which were consistently altered in the 32 post-treatment samples. Analysis of adult CCS identified matching methylation changes at 107/146 of the DMRs, suggesting potential long-term retention of post-therapy changes. Adult survivors also exhibited epigenetic age acceleration, independent of DMR methylation. Furthermore, altered methylation at the DUSP6 DMR was significantly associated with early mortality, suggesting altered methylation may be prognostic for some late adverse health effects in CCS.These novel methylation changes could serve as biomarkers for assessing normal cell toxicity in ongoing treatments and predicting long-term health outcomes in CCS.© 2022. The Author(s)."
